gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,LifetimeCharges,Churn
0,1,1,0,0.9154929577464789,1,1,0,1,1,1,1,1,1,0.9200000000000002,0.8623355642741749,0,1,0,0,1,0,0,0,1,0,0-12,0.8422535211267607,1
1,0,1,0,0.7323943661971831,1,0,1,1,1,1,1,1,0,0.9200000000000002,0.6712439418416801,0,1,0,0,1,0,0,0,1,0,0-12,0.6738028169014085,0
0,1,0,0,0.8732394366197184,1,1,1,1,1,0,1,1,1,0.9100000000000001,0.8092545580429263,0,1,0,1,0,0,1,0,0,0,0-12,0.7946478873239439,0
1,0,1,1,0.971830985915493,1,1,1,1,1,1,1,1,1,0.9600000000000002,0.8891068543734133,0,1,0,0,0,1,1,0,0,0,0-12,0.9329577464788734,1
0,1,1,0,0.36619718309859156,0,0,0,0,0,0,0,1,0,0.18,0.11700900069236096,1,0,0,1,0,0,1,0,0,0,0-12,0.06591549295774649,1
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.52,0.006000461573967228,0,1,0,1,0,0,0,0,0,1,,0.0,1
1,0,0,0,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.01050080775444265,0,0,1,1,0,0,0,0,0,1,0-12,0.0005633802816901413,0
1,1,1,0,0.5070422535211268,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.08181398569120703,0,0,1,0,1,0,0,0,0,1,0-12,0.005070422535211272,0
0,0,0,0,0.02816901408450704,0,0,0,0,1,0,1,0,1,0.22000000000000003,0.012924071082390954,1,0,0,1,0,0,0,0,0,1,0-12,0.006197183098591549,1
1,0,0,1,0.15492957746478872,1,1,0,0,0,0,0,0,1,0.5800000000000001,0.10096930533117933,0,1,0,1,0,0,0,0,1,0,0-12,0.08985915492957747,0
1,0,1,1,0.5211267605633804,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.08596815139626127,0,0,1,0,1,0,0,1,0,0,0-12,0.005211267605633808,0
1,0,0,0,0.11267605633802817,1,0,0,0,1,0,0,1,1,0.6699999999999999,0.08804523424878838,0,1,0,1,0,0,0,1,0,0,0-12,0.07549295774647886,0
0,0,1,0,0.16901408450704225,1,1,1,0,0,0,0,1,1,0.47000000000000003,0.10200784675744289,1,0,0,1,0,0,0,0,1,0,0-12,0.07943661971830986,0
0,1,1,0,0.3943661971830986,1,1,0,0,0,0,1,1,1,0.76,0.3040618509116086,0,1,0,1,0,0,0,0,1,0,0-12,0.29971830985915493,1
1,0,1,1,0.647887323943662,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.11516270482344797,0,0,1,0,0,1,0,1,0,0,0-12,0.012957746478873251,0
0,0,1,0,0.8450704225352113,1,1,1,0,1,1,1,0,0,0.81,0.6837064389568428,0,1,0,1,0,0,1,0,0,0,0-12,0.6845070422535212,0
0,0,0,0,0.2112676056338028,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.029656127394414956,0,0,1,1,0,0,0,0,0,1,0-12,0.00422535211267606,0
1,0,1,1,0.5633802816901409,1,0,1,1,0,1,1,1,0,0.6000000000000001,0.35864297253634897,1,0,0,0,0,1,0,0,1,0,0-12,0.33802816901408456,0
1,0,0,1,0.5915492957746479,1,1,0,0,0,0,0,0,1,0.07,0.12139395338102932,0,0,1,0,0,1,0,0,1,0,0-12,0.04140845070422536,0
1,0,1,1,0.49295774647887325,1,1,0,1,1,0,1,0,1,0.79,0.3968382183244865,0,1,0,1,0,0,1,0,0,0,0-12,0.3894366197183099,1
1,0,0,0,0.07042253521126761,1,0,0,0,0,0,0,1,1,0.37000000000000005,0.03715670436187399,1,0,0,1,0,0,0,0,1,0,0-12,0.026056338028169018,0
1,0,0,0,0.8028169014084507,1,1,1,1,1,1,0,0,1,0.53,0.4939995384260328,1,0,0,0,1,0,0,1,0,0,0-12,0.42549295774647894,0
0,0,0,0,0.25352112676056343,1,0,0,0,0,1,1,0,1,0.43,0.12404800369259175,1,0,0,1,0,0,0,1,0,0,0-12,0.10901408450704228,0
0,0,1,0,0.14084507042253522,1,0,0,0,0,0,0,0,1,0.27,0.058042926378952225,1,0,0,1,0,0,1,0,0,0,0-12,0.03802816901408451,0
1,0,0,0,0.5352112676056339,0,0,1,1,0,1,0,0,1,0.22000000000000003,0.18601430879298408,1,0,0,0,1,0,1,0,0,0,0-12,0.11774647887323947,0
1,1,0,0,0.09859154929577466,1,0,0,1,0,0,1,0,1,0.69,0.08019847680590815,0,1,0,1,0,0,0,0,1,0,0-12,0.06802816901408451,0
1,0,0,1,0.35211267605633806,1,1,0,0,0,0,0,0,1,0.31,0.14389568428340643,1,0,0,1,0,0,0,0,0,1,0-12,0.1091549295774648,0
1,1,0,0,0.7323943661971831,1,0,0,1,0,0,0,0,1,0.55,0.4598430648511424,0,1,0,1,0,0,0,1,0,0,0-12,0.4028169014084507,0
1,0,1,1,0.971830985915493,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.15958919916916686,0,0,1,0,0,1,0,0,0,1,0-12,0.009718309859154938,0
0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0.27,0.0031156242787906763,1,0,0,1,0,0,0,0,0,1,,0.0,1
0,0,0,0,0.8169014084507042,1,1,0,0,0,0,0,0,0,0.07,0.17216708977613665,0,0,1,0,0,1,0,0,0,1,0-12,0.057183098591549304,0
0,0,0,0,0.014084507042253521,1,0,0,0,1,0,1,1,0,0.76,0.018462958689129935,0,1,0,1,0,0,0,0,1,0,0-12,0.010704225352112677,1
0,0,0,0,0.08450704225352114,0,0,1,0,1,0,0,0,0,0.17000000000000004,0.028386798984537276,1,0,0,0,1,0,0,0,0,1,0-12,0.014366197183098598,0
1,0,0,1,0.15492957746478872,1,0,0,0,0,0,0,0,1,0.26,0.05331179321486268,1,0,0,1,0,0,0,0,1,0,0-12,0.04028169014084507,1
0,0,1,1,0.8169014084507042,1,0,0,1,1,1,1,1,0,0.5800000000000001,0.5219247634433418,1,0,0,0,1,0,0,1,0,0,0-12,0.4738028169014085,0
0,0,1,1,0.8450704225352113,1,1,0,0,1,1,1,1,1,0.6300000000000001,0.5721209323794137,1,0,0,0,0,1,1,0,0,0,0-12,0.5323943661971832,0
0,0,1,1,1.0,1,1,1,0,1,0,1,1,1,0.8700000000000001,0.8682206323563351,0,1,0,0,0,1,1,0,0,0,0-12,0.8700000000000001,0
1,0,1,1,0.16901408450704225,1,0,0,0,0,0,0,0,0,0.0,0.026886683591045464,0,0,1,1,0,0,0,0,0,1,0-12,0.0,0
1,0,1,1,0.8873239436619719,1,1,0,0,0,0,0,0,0,0.06,0.18197553657973692,0,0,1,0,1,0,0,0,0,1,0-12,0.05323943661971831,0
0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0.05000000000000002,0.0005769674590353105,1,0,0,1,0,0,0,0,1,0,,0.0,1
1,0,0,0,0.1267605633802817,1,0,0,1,0,1,0,1,0,0.46,0.07696745903531042,1,0,0,0,1,0,0,0,0,1,0-12,0.05830985915492958,0
1,0,1,1,0.9014084507042254,1,0,1,1,1,0,0,0,0,0.43,0.44495730440803144,1,0,0,0,1,0,1,0,0,0,0-12,0.38760563380281693,0
1,0,1,0,0.8591549295774649,1,1,1,1,1,1,1,1,0,0.9500000000000002,0.7930994691899377,0,1,0,0,0,1,0,0,0,1,0-12,0.8161971830985918,0
1,0,1,0,0.7605633802816901,1,1,1,1,1,1,1,1,1,0.72,0.56519732287099,1,0,0,0,1,0,0,0,1,0,0-12,0.5476056338028169,0
1,0,1,0,0.33802816901408456,1,1,0,1,0,0,0,0,0,0.36000000000000004,0.15635818139856913,1,0,0,1,0,0,0,0,1,0,0-12,0.12169014084507046,0
0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0.10999999999999999,0.0012693284098776831,1,0,0,1,0,0,0,0,0,1,,0.0,1
0,0,0,0,0.0,1,0,1,0,0,0,0,0,1,0.31,0.003577198246018925,1,0,0,1,0,0,0,1,0,0,,0.0,0
1,0,1,0,0.8169014084507042,1,1,0,1,0,0,1,1,0,0.8300000000000001,0.6947842141703208,0,1,0,1,0,0,0,0,1,0,0-12,0.6780281690140846,1
0,1,1,1,0.8873239436619719,1,1,0,0,0,0,0,0,1,0.06,0.176552042464805,0,0,1,0,0,1,1,0,0,0,0-12,0.05323943661971831,0
0,0,1,0,0.49295774647887325,1,1,0,0,0,0,1,1,1,0.77,0.39487652896376646,0,1,0,1,0,0,1,0,0,0,0-12,0.3795774647887324,0
1,0,0,0,0.02816901408450704,1,1,0,0,0,0,0,0,1,0.32,0.015347334410339258,1,0,0,1,0,0,0,0,0,1,0-12,0.009014084507042252,1
0,0,1,0,0.8450704225352113,1,1,1,0,1,0,0,1,1,0.51,0.4855758135241173,1,0,0,0,0,1,0,0,0,1,0-12,0.4309859154929577,0
0,0,0,1,0.35211267605633806,0,0,0,1,0,0,1,0,1,0.21000000000000002,0.1159704592660974,1,0,0,0,1,0,1,0,0,0,0-12,0.073943661971831,0
1,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0.37000000000000005,0.004269559196861297,1,0,0,1,0,0,0,0,1,0,,0.0,1
1,1,1,0,0.0,1,1,0,1,0,0,1,0,1,0.72,0.00830833141010847,0,1,0,1,0,0,0,0,1,0,,0.0,1
0,0,1,1,0.943661971830986,1,0,1,1,1,0,1,1,1,0.8500000000000001,0.81421647819063,0,1,0,0,0,1,0,1,0,0,0-12,0.8021126760563382,0
0,1,1,0,0.014084507042253521,1,1,0,0,0,0,1,0,1,0.6799999999999999,0.015924301869374567,0,1,0,1,0,0,0,0,0,1,0-12,0.009577464788732394,1
1,0,1,0,1.0,1,1,1,1,1,1,0,0,1,0.76,0.7882529425340411,0,1,0,0,0,1,1,0,0,0,0-12,0.76,0
1,0,1,0,0.9859154929577465,0,0,0,0,1,1,0,1,1,0.29000000000000004,0.37445188091391646,1,0,0,0,0,1,0,0,1,0,0-12,0.28591549295774654,0
0,0,0,0,0.7887323943661972,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.14239556888991461,0,0,1,0,0,1,0,1,0,0,0-12,0.01577464788732396,0
0,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.005654281098546043,0,0,1,1,0,0,0,0,0,1,0-12,0.000422535211267606,0
1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,0.52,0.006000461573967228,0,1,0,1,0,0,0,0,1,0,,0.0,0
0,0,1,1,1.0,1,1,1,1,1,1,0,1,0,0.6300000000000001,0.6614354950380799,1,0,0,0,0,1,0,1,0,0,0-12,0.6300000000000001,0
0,0,1,1,0.28169014084507044,1,1,1,0,0,0,1,1,1,0.5700000000000001,0.17666743595661205,1,0,0,0,1,0,1,0,0,0,0-12,0.16056338028169018,0
1,0,1,1,0.9859154929577465,1,1,0,0,0,0,0,0,0,0.06,0.20678513731825526,0,0,1,0,0,1,1,0,0,0,0-12,0.059154929577464786,0
1,1,1,0,0.3943661971830986,1,1,0,0,1,0,1,1,1,0.81,0.33856450496192014,0,1,0,1,0,0,1,0,0,0,0-12,0.3194366197183099,1
1,1,0,0,0.9577464788732395,1,1,1,0,1,1,1,1,0,0.9200000000000002,0.8595661204708054,0,1,0,0,0,1,0,1,0,0,0-12,0.8811267605633805,0
1,0,1,0,0.8873239436619719,1,1,1,0,1,1,1,1,1,0.6699999999999999,0.6307408262174014,1,0,0,0,0,1,0,1,0,0,0-12,0.5945070422535211,0
0,0,0,0,0.2112676056338028,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.031848603738749134,0,0,1,1,0,0,0,1,0,0,0-12,0.00211267605633803,0
1,0,0,0,0.04225352112676056,1,1,0,0,0,0,0,0,0,0.05000000000000002,0.009116085852757905,0,0,1,0,1,0,0,0,1,0,0-12,0.002112676056338029,0
1,0,0,0,0.7183098591549296,1,1,1,1,0,1,1,1,1,0.9300000000000002,0.6805908146780522,0,1,0,0,1,0,0,1,0,0,0-12,0.6680281690140847,1
0,0,0,0,0.014084507042253521,1,0,1,0,1,0,0,0,1,0.37000000000000005,0.010962381721670899,1,0,0,1,0,0,0,0,0,1,0-12,0.005211267605633804,1
0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.00011539349180706218,0,0,1,1,0,0,0,0,0,1,,0.0,0
0,0,0,0,0.23943661971830985,0,0,0,0,0,0,0,0,0,0.07,0.05285021924763443,1,0,0,1,0,0,0,0,0,1,0-12,0.01676056338028169,0
1,0,0,0,0.014084507042253521,1,1,0,1,0,0,0,0,0,0.36000000000000004,0.009577659819986152,1,0,0,1,0,0,0,0,0,1,0-12,0.005070422535211268,0
1,0,1,0,0.25352112676056343,1,0,0,1,0,0,0,1,1,0.41,0.12831756288945304,1,0,0,1,0,0,0,0,0,1,0-12,0.103943661971831,0
1,0,0,0,0.5492957746478874,1,1,0,0,0,0,0,1,0,0.6500000000000001,0.4054927302100162,0,1,0,1,0,0,1,0,0,0,0-12,0.35704225352112684,0
1,1,1,1,0.9154929577464789,1,1,0,1,1,0,1,1,1,0.8600000000000001,0.7930994691899377,0,1,0,0,1,0,0,0,1,0,0-12,0.7873239436619719,0
0,0,0,0,0.28169014084507044,1,1,0,0,0,0,0,0,0,0.5700000000000001,0.17909069928456037,0,1,0,1,0,0,0,0,0,1,0-12,0.16056338028169018,0
0,0,0,0,0.09859154929577466,1,0,0,1,0,1,1,0,1,0.48000000000000004,0.05792753288714517,1,0,0,1,0,0,0,0,1,0,0-12,0.04732394366197184,0
1,0,1,1,1.0,1,0,1,1,1,1,1,1,1,0.9100000000000001,0.9042234018001385,0,1,0,0,0,1,0,1,0,0,0-12,0.9100000000000001,0
1,0,0,0,0.6619718309859155,1,1,0,1,1,1,1,0,1,0.55,0.41114701130856224,1,0,0,0,1,0,1,0,0,0,0-12,0.36408450704225354,0
0,0,0,0,0.9577464788732395,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.16489729979229173,0,0,1,0,0,1,1,0,0,0,0-12,0.009577464788732403,0
0,0,0,0,1.0,1,1,1,1,1,1,1,1,1,1.0,0.9841910916224325,0,1,0,0,0,1,0,0,1,0,0-12,1.0,0
1,0,0,0,0.18309859154929578,1,0,0,1,0,0,0,0,0,0.33,0.08181398569120703,1,0,0,0,1,0,0,1,0,0,0-12,0.06042253521126761,0
0,0,0,0,0.07042253521126761,1,0,0,1,0,0,1,0,0,0.41,0.03911839372259405,1,0,0,1,0,0,0,0,1,0,0-12,0.028873239436619718,0
1,0,1,1,0.09859154929577466,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.016270482344795757,0,0,1,0,0,1,1,0,0,0,0-12,0.0009859154929577475,0
1,0,0,0,0.22535211267605634,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.030233094853450264,0,0,1,0,1,0,0,0,0,1,0-12,0.0022535211267605652,0
0,0,0,0,0.9014084507042254,1,1,1,0,0,1,0,1,0,0.75,0.6982460189245326,0,1,0,0,1,0,0,0,1,0,0-12,0.676056338028169,0
1,0,1,1,0.7887323943661972,1,0,1,0,1,1,0,0,1,0.41,0.37572120932379416,1,0,0,0,1,0,0,0,0,1,0-12,0.3233802816901408,0
0,0,1,0,0.16901408450704225,1,1,0,0,1,0,1,1,1,0.8400000000000001,0.15474267251327026,0,1,0,1,0,0,0,1,0,0,0-12,0.1419718309859155,1
0,1,0,0,0.25352112676056343,1,0,0,0,1,0,1,1,1,0.77,0.20297715208862221,0,1,0,1,0,0,0,1,0,0,0-12,0.19521126760563384,1
1,0,1,0,0.7746478873239437,1,1,1,1,1,0,1,1,0,0.9100000000000001,0.7028617585968151,0,1,0,0,1,0,1,0,0,0,0-12,0.7049295774647889,0
1,0,1,0,0.18309859154929578,1,0,0,0,0,0,0,1,1,0.6000000000000001,0.12739441495499654,0,1,0,1,0,0,0,0,1,0,0-12,0.10985915492957748,0
0,0,1,0,0.7183098591549296,0,0,1,0,0,0,0,1,1,0.21000000000000002,0.23101777059773831,1,0,0,1,0,0,0,0,1,0,0-12,0.15084507042253523,0
1,0,0,0,0.8028169014084507,1,0,1,1,1,1,0,0,1,0.46,0.4358412185552735,1,0,0,0,0,1,0,1,0,0,0-12,0.3692957746478874,0
1,1,0,0,0.647887323943662,1,1,0,1,0,1,1,0,1,0.77,0.5176552042464805,0,1,0,1,0,0,0,0,1,0,0-12,0.49887323943661976,1
1,0,0,0,0.9295774647887325,0,0,0,0,1,1,1,1,1,0.35000000000000003,0.4109162243249481,1,0,0,1,0,0,0,1,0,0,0-12,0.3253521126760564,0
0,0,0,0,0.014084507042253521,0,0,0,0,0,0,0,0,1,0.06,0.003577198246018925,1,0,0,1,0,0,0,1,0,0,0-12,0.0008450704225352112,0
0,1,0,0,0.07042253521126761,1,0,0,0,0,0,0,0,0,0.26,0.029771520886222015,1,0,0,1,0,0,0,1,0,0,0-12,0.018309859154929577,0
0,0,1,1,0.9859154929577465,1,1,1,1,1,1,1,1,1,0.9600000000000002,0.9412647126702054,0,1,0,0,0,1,1,0,0,0,0-12,0.9464788732394368,0
1,0,1,1,0.6338028169014085,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.10062312485575814,0,0,1,0,0,1,1,0,0,0,0-12,0.012676056338028182,0
1,0,0,0,0.056338028169014086,1,0,1,0,0,1,0,0,0,0.35000000000000003,0.02780983152550196,1,0,0,1,0,0,0,1,0,0,0-12,0.01971830985915493,1
0,1,1,0,0.9295774647887325,1,1,1,1,0,0,0,0,0,0.6500000000000001,0.6427417493653358,0,1,0,1,0,0,1,0,0,0,0-12,0.6042253521126763,0
0,0,0,1,0.02816901408450704,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.003692591737825987,0,0,1,1,0,0,1,0,0,0,0-12,0.0005633802816901413,0
1,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.004615739672282484,0,0,1,1,0,0,0,0,0,1,0-12,0.00028169014084507065,0
0,1,1,0,0.7183098591549296,1,1,1,0,1,0,1,1,1,0.8600000000000001,0.6404338795291945,0,1,0,1,0,0,0,0,1,0,0-12,0.6177464788732395,1
1,0,1,0,0.5774647887323944,1,1,0,0,0,0,0,0,1,0.32,0.25213477959843067,1,0,0,1,0,0,0,0,1,0,0-12,0.1847887323943662,1
0,0,1,1,0.6901408450704226,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.10616201246249712,0,0,1,0,1,0,0,0,0,1,0-12,0.013802816901408464,0
0,1,1,0,0.3098591549295775,1,0,1,1,0,0,0,1,1,0.72,0.23147934456496655,0,1,0,1,0,0,0,0,1,0,0-12,0.2230985915492958,0
1,0,1,1,0.9295774647887325,0,0,1,1,1,1,1,0,0,0.36000000000000004,0.4159935379644588,1,0,0,0,0,1,0,1,0,0,0-12,0.33464788732394374,0
1,0,0,0,0.33802816901408456,1,0,0,1,1,0,1,1,1,0.81,0.27129009923840297,0,1,0,1,0,0,0,0,1,0,0-12,0.2738028169014085,1
1,1,1,0,0.5352112676056339,1,0,1,1,0,0,1,1,0,0.81,0.4453034848834526,0,1,0,0,1,0,0,0,0,1,0-12,0.4335211267605635,0
1,0,0,0,0.9577464788732395,1,1,1,1,0,1,0,0,1,0.48000000000000004,0.526078929148396,1,0,0,0,0,1,0,0,0,1,0-12,0.459718309859155,0
1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.07,0.0008077544426494348,1,0,0,0,1,0,0,0,0,1,,0.0,0
0,0,0,0,0.4366197183098592,1,0,0,0,0,0,1,1,0,0.73,0.32921763212554817,0,1,0,1,0,0,0,0,1,0,0-12,0.3187323943661972,0
1,0,0,0,0.11267605633802817,1,0,0,0,0,0,0,0,0,0.53,0.0754673436418186,0,1,0,1,0,0,0,0,1,0,0-12,0.05971830985915493,1
1,0,0,0,0.2112676056338028,1,0,0,1,1,0,0,1,1,0.75,0.17943687975998154,0,1,0,1,0,0,0,1,0,0,0-12,0.15845070422535212,1
0,0,1,1,0.8309859154929577,1,0,0,0,0,0,0,0,1,0.020000000000000018,0.14447265174244173,0,0,1,0,0,1,1,0,0,0,0-12,0.016619718309859168,0
1,0,1,1,1.0,1,1,0,1,1,1,1,1,1,0.9100000000000001,0.8877221324717286,0,1,0,0,0,1,1,0,0,0,0-12,0.9100000000000001,0
0,0,1,0,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.012462497115162705,0,0,1,1,0,0,0,0,0,1,0-12,0.0005633802816901413,1
1,1,0,0,0.35211267605633806,1,0,1,0,0,0,1,0,1,0.6699999999999999,0.25098084468036,0,1,0,1,0,0,0,1,0,0,0-12,0.23591549295774647,0
0,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.005308100623124856,0,0,1,1,0,0,0,0,0,1,0-12,0.00028169014084507065,1
0,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.010000000000000009,0.001500115393491807,0,0,1,1,0,0,0,0,1,0,0-12,0.00014084507042253533,0
1,0,0,1,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.002307869836141242,0,0,1,0,1,0,1,0,0,0,0-12,0.00028169014084507065,0
1,0,0,0,0.49295774647887325,1,1,1,0,1,1,1,1,1,0.71,0.3842603277175168,1,0,0,0,1,0,0,1,0,0,0-12,0.35,0
0,0,0,0,0.08450704225352114,1,0,1,0,0,0,0,0,0,0.56,0.05942764828063697,0,1,0,1,0,0,0,0,0,1,0-12,0.047323943661971846,0
1,1,1,0,0.8309859154929577,0,0,0,1,0,0,1,1,1,0.31,0.3333717978306024,1,0,0,0,0,1,0,1,0,0,0-12,0.2576056338028169,0
1,0,1,0,0.25352112676056343,1,1,0,1,0,0,0,1,1,0.71,0.18486037387491347,0,1,0,1,0,0,0,0,1,0,0-12,0.18000000000000002,0
0,1,1,0,0.619718309859155,1,1,1,0,1,1,0,1,0,0.5700000000000001,0.399492268636049,1,0,0,0,0,1,0,1,0,0,0-12,0.3532394366197184,0
0,1,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,1,0.52,0.03173321024694207,0,1,0,1,0,0,0,0,1,0,0-12,0.021971830985915493,0
1,0,1,1,0.4225352112676057,1,1,0,0,1,1,1,1,1,0.8600000000000001,0.3721440110777752,0,1,0,1,0,0,0,0,1,0,0-12,0.3633802816901409,1
0,0,1,1,0.647887323943662,1,0,1,0,1,0,0,1,0,0.72,0.4753057927532887,0,1,0,1,0,0,0,0,1,0,0-12,0.4664788732394366,0
0,0,0,0,0.0,1,0,0,0,0,0,0,1,1,0.6100000000000001,0.007039003000230788,0,1,0,1,0,0,0,0,1,0,,0.0,1
1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.26,0.003000230786983614,1,0,0,1,0,0,1,0,0,0,,0.0,1
1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.010000000000000009,0.00011539349180706218,0,0,1,1,0,0,0,1,0,0,,0.0,0
1,1,1,1,0.8169014084507042,1,1,0,0,1,0,0,1,1,0.7,0.6150473113316409,0,1,0,1,0,0,0,1,0,0,0-12,0.571830985915493,0
0,0,1,0,0.1267605633802817,1,0,0,0,0,0,0,0,1,0.52,0.0739672282483268,0,1,0,1,0,0,0,0,1,0,0-12,0.06591549295774649,1
0,1,0,0,0.47887323943661975,1,1,1,0,0,0,0,1,0,0.73,0.3648742210939303,0,1,0,1,0,0,0,1,0,0,0-12,0.3495774647887324,0
0,0,0,0,0.04225352112676056,0,0,0,0,1,0,0,0,1,0.10999999999999999,0.01153934918070621,1,0,0,1,0,0,0,0,1,0,0-12,0.004647887323943662,1
0,0,1,1,0.4366197183098592,1,0,1,1,0,0,0,1,1,0.72,0.3467574428802216,0,1,0,0,1,0,0,0,1,0,0-12,0.3143661971830986,0
0,0,0,0,0.5915492957746479,1,1,0,1,0,0,0,0,1,0.5900000000000001,0.38622201707823683,0,1,0,1,0,0,0,0,1,0,0-12,0.3490140845070423,1
0,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,1,0,0.36000000000000004,0.02042464804984999,1,0,0,1,0,0,0,0,1,0,0-12,0.015211267605633804,1
1,1,1,0,0.7464788732394366,1,0,0,0,0,0,0,0,1,0.0,0.1168936072005539,0,0,1,0,0,1,0,0,0,1,0-12,0.0,0
1,1,0,0,0.14084507042253522,1,1,0,0,0,0,1,1,1,0.77,0.11297022847911378,0,1,0,1,0,0,1,0,0,0,0-12,0.10845070422535212,1
1,1,0,0,0.9154929577464789,1,1,1,0,0,0,1,1,1,0.8400000000000001,0.7446342026309716,0,1,0,0,0,1,1,0,0,0,0-12,0.7690140845070423,0
0,0,1,1,0.8450704225352113,1,1,0,0,1,0,1,1,1,0.81,0.7180936995153473,0,1,0,0,1,0,0,0,1,0,0-12,0.6845070422535212,0
0,0,1,1,1.0,1,1,1,1,1,1,1,1,0,0.7,0.7480960073851834,1,0,0,0,0,1,0,1,0,0,0-12,0.7,0
0,0,1,1,0.6056338028169015,0,0,0,0,1,1,1,1,1,0.36000000000000004,0.26528963766443575,1,0,0,0,1,0,0,0,1,0,0-12,0.21802816901408456,0
0,0,0,0,0.5633802816901409,1,1,0,0,1,0,0,0,1,0.37000000000000005,0.2560581583198708,1,0,0,1,0,0,1,0,0,0,0-12,0.20845070422535214,0
0,0,1,0,0.6901408450704226,1,1,1,0,1,0,1,1,1,0.8500000000000001,0.6015462727902146,0,1,0,0,1,0,0,0,1,0,0-12,0.5866197183098593,0
0,0,1,0,0.647887323943662,1,1,1,0,1,1,1,1,1,0.9200000000000002,0.6066235864297254,0,1,0,0,1,0,0,1,0,0,0-12,0.5960563380281692,1
0,0,1,1,0.09859154929577466,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.016962843295638123,0,0,1,0,0,1,0,0,0,1,0-12,0.001971830985915495,0
0,0,0,0,0.23943661971830985,1,0,0,0,0,0,0,0,0,0.020000000000000018,0.03923378721440111,0,0,1,1,0,0,0,0,0,1,0-12,0.0047887323943662016,0
0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0.73,0.7611354719593815,1,0,0,0,0,1,0,1,0,0,0-12,0.73,0
0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0.6200000000000001,0.00715439649203785,0,1,0,1,0,0,0,0,1,0,,0.0,1
1,1,0,0,0.5774647887323944,1,1,0,0,1,0,0,0,0,0.37000000000000005,0.2772905608123702,1,0,0,1,0,0,0,0,1,0,0-12,0.21366197183098595,0
1,1,0,0,0.23943661971830985,1,0,0,1,0,0,0,0,1,0.56,0.14724209554581122,0,1,0,1,0,0,0,0,1,0,0-12,0.13408450704225353,0
1,0,0,1,0.16901408450704225,1,1,0,1,1,0,1,1,1,0.8600000000000001,0.14781906300484654,0,1,0,0,1,0,0,1,0,0,0-12,0.14535211267605636,0
1,0,1,1,0.943661971830986,1,1,0,1,0,1,0,0,1,0.6500000000000001,0.6594738056773598,0,1,0,0,1,0,1,0,0,0,0-12,0.613380281690141,0
0,0,0,0,0.04225352112676056,1,1,0,0,0,0,0,0,1,0.54,0.033117932148626815,0,1,0,1,0,0,1,0,0,0,0-12,0.022816901408450704,1
0,0,0,0,0.9577464788732395,1,1,1,1,1,0,1,1,1,0.9200000000000002,0.8552965612739442,0,1,0,0,0,1,0,1,0,0,0-12,0.8811267605633805,0
0,0,0,0,0.22535211267605634,1,0,0,0,0,1,0,0,0,0.33,0.10177705977382877,1,0,0,1,0,0,0,0,0,1,0-12,0.0743661971830986,1
